COMM:        sudo
KEY:         20995616
STATUS:      Training
NORM TIME:   2020-02-15 15:35:45
ANOMALIES:   0

TRAINING DATA:
                    CURR                     PREV            FLAGS
               GETRESUID                SETRESGID            00001000
               GETRESUID               GETDENTS64            10000000
               GETRESUID                   OPENAT            11110000
               GETRESUID                PRLIMIT64            00000011
               SETRESGID                     READ            11011110
               SETRESGID                    CLOSE            11111111
               SETRESGID                     STAT            11111111
               SETRESGID                    FSTAT            10110100
               SETRESGID                     POLL            10010000
               SETRESGID                    LSEEK            01001100
               SETRESGID                   MUNMAP            11111100
               SETRESGID                      BRK            10010000
               SETRESGID           RT_SIGPROCMASK            11110000
               SETRESGID                    IOCTL            01000001
               SETRESGID                   SOCKET            01001000
               SETRESGID                  CONNECT            00100100
               SETRESGID                   SENDTO            00110010
               SETRESGID                 RECVFROM            01101100
               SETRESGID                    FCNTL            10000010
               SETRESGID                 READLINK            01000000
               SETRESGID                SETGROUPS            11111110
               SETRESGID                SETRESUID            11010011
               SETRESGID                GETRESUID            00000010
               SETRESGID                SETRESGID            00100100
               SETRESGID                GETRESGID            00000001
               SETRESGID               GETDENTS64            00011000
               SETRESGID                   OPENAT            11110000
               SETRESGID                PRLIMIT64            00001100
               GETRESGID                     READ            01000100
               GETRESGID                    CLOSE            10000010
               GETRESGID                    FSTAT            00001000
               GETRESGID                    LSEEK            00010000
               GETRESGID                    IOCTL            00100000
               GETRESGID                SETRESUID            00001000
               GETRESGID                GETRESUID            00000001
               GETRESGID                SETRESGID            00010000
               GETRESGID                   OPENAT            11100000
               GETRESGID                PRLIMIT64            00000110
                 GETPGID                     STAT            00000100
                 GETPGID             RT_SIGACTION            11110000
                 GETPGID           RT_SIGPROCMASK            00001000
                 GETPGID                   GETPID            00000010
                 GETPGID                  GETPPID            00000001
                  GETSID                    CLOSE            00000001
                  GETSID                     STAT            01000000
                  GETSID           RT_SIGPROCMASK            10000000
                  GETSID                    IOCTL            00000010
                  GETSID                   GETPID            00100000
                  GETSID                  GETPPID            00010000
                  GETSID                  GETPGID            00001000
                  GETSID                   OPENAT            00000100
             GETPRIORITY                PRLIMIT64            11111111
             SETPRIORITY                     READ            00000010
             SETPRIORITY                    CLOSE            01000001
             SETPRIORITY           RT_SIGPROCMASK            10111100
                   PRCTL                     READ            10000000
                   PRCTL                    CLOSE            01110000
                   PRCTL                     STAT            11100000
                   PRCTL                    IOCTL            00001100
                   PRCTL                    UNAME            00011000
                   PRCTL                    PRCTL            00000001
                   PRCTL                PRLIMIT64            11111111
              ARCH_PRCTL                    CLOSE            00000010
              ARCH_PRCTL                     MMAP            11011101
              ARCH_PRCTL                 MPROTECT            00100000
              ARCH_PRCTL                      BRK            00000001
              ARCH_PRCTL                   ACCESS            00000010
              ARCH_PRCTL                   EXECVE            00000110
                  GETTID                    FSTAT            00001000
                  GETTID                  CONNECT            10000000
                  GETTID                  SENDMSG            00000001
                  GETTID              GETSOCKNAME            00000010
                  GETTID               GETSOCKOPT            01110100
                   FUTEX                     READ            11111110
                   FUTEX                    CLOSE            00000011
                   FUTEX                     STAT            00000001
                   FUTEX                      BRK            00100000
                   FUTEX                   SENDTO            00100000
                   FUTEX                  RECVMSG            11011100
              GETDENTS64                     READ            11111100
              GETDENTS64                    CLOSE            00000110
              GETDENTS64                     STAT            10001100
              GETDENTS64                    FSTAT            00100011
              GETDENTS64                      BRK            01000000
              GETDENTS64                    IOCTL            01100000
              GETDENTS64                SETRESUID            11000000
              GETDENTS64                SETRESGID            10000000
              GETDENTS64              GETPRIORITY            10000000
              GETDENTS64                    FUTEX            00000001
              GETDENTS64               GETDENTS64            00000001
              GETDENTS64                   OPENAT            01111110
         SET_TID_ADDRESS                 MPROTECT            11111110
         SET_TID_ADDRESS                   MUNMAP            00000001
                  OPENAT                     READ            11111111
                  OPENAT                    CLOSE            11111111
                  OPENAT                     STAT            11111111
                  OPENAT                    FSTAT            11111110
                  OPENAT                     POLL            00011000
                  OPENAT                    LSEEK            11111100
                  OPENAT                     MMAP            11111110
                  OPENAT                 MPROTECT            11111111
                  OPENAT                   MUNMAP            11101011
                  OPENAT                      BRK            01010111
                  OPENAT             RT_SIGACTION            11111000
                  OPENAT           RT_SIGPROCMASK            11110000
                  OPENAT                    IOCTL            11001000
                  OPENAT                   ACCESS            11111111
                  OPENAT                   GETPID            00000100
                  OPENAT                   SOCKET            11100100
                  OPENAT                  CONNECT            11010010
                  OPENAT                   SENDTO            01110000
                  OPENAT                 RECVFROM            10001110
                  OPENAT                  RECVMSG            11111110
                  OPENAT                   EXECVE            10101000
                  OPENAT                    FCNTL            11111111
                  OPENAT                   GETCWD            11100001
                  OPENAT                 READLINK            00100000
                  OPENAT                    UMASK            11000111
                  OPENAT                   GETUID            01100001
                  OPENAT                   GETGID            10000000
                  OPENAT                   SETGID            10000100
                  OPENAT                  GETEUID            01000001
                  OPENAT                  GETEGID            01000000
                  OPENAT                  GETPPID            00000010
                  OPENAT                GETGROUPS            00011001
                  OPENAT                SETGROUPS            11101101
                  OPENAT                SETRESUID            11111110
                  OPENAT                GETRESUID            01000110
                  OPENAT                SETRESGID            01111111
                  OPENAT                GETRESGID            10100011
                  OPENAT                  GETPGID            00000001
                  OPENAT              GETPRIORITY            00100001
                  OPENAT              SETPRIORITY            10000010
                  OPENAT                    PRCTL            00010000
                  OPENAT               ARCH_PRCTL            10101010
                  OPENAT                    FUTEX            00100101
                  OPENAT               GETDENTS64            00010011
                  OPENAT                   OPENAT            11111111
                  OPENAT                PRLIMIT64            11111110
                   PPOLL                     READ            01001110
                   PPOLL                    CLOSE            00100001
                   PPOLL                    FSTAT            11110000
                   PPOLL             RT_SIGACTION            11111110
                   PPOLL           RT_SIGPROCMASK            00001011
                   PPOLL                  SENDMSG            01111110
                   PPOLL                  RECVMSG            10110111
                   PPOLL              GETSOCKNAME            11111100
                   PPOLL               GETSOCKOPT            11111000
                   PPOLL                   GETTID            00101010
                   PPOLL                    PPOLL            11011100
         SET_ROBUST_LIST                 MPROTECT            11111100
         SET_ROBUST_LIST                   MUNMAP            00000010
         SET_ROBUST_LIST          SET_TID_ADDRESS            00000001
                   PIPE2                    CLOSE            00100011
                   PIPE2                     POLL            00001000
                   PIPE2           RT_SIGPROCMASK            00001000
                   PIPE2                   SOCKET            01000000
                   PIPE2                   SENDTO            10010000
                   PIPE2                 RECVFROM            11000110
                   PIPE2                    CLONE            00000100
                   PIPE2                    FCNTL            00100000
                   PIPE2                  GETPGRP            00000001
                   PIPE2                    PIPE2            00010000
               PRLIMIT64                     READ            11111110
               PRLIMIT64                    CLOSE            11111111
               PRLIMIT64                     STAT            11111000
               PRLIMIT64                    FSTAT            11111100
               PRLIMIT64                    LSEEK            11111000
               PRLIMIT64                 MPROTECT            11000000
               PRLIMIT64                   MUNMAP            00100000
               PRLIMIT64                      BRK            11111111
               PRLIMIT64             RT_SIGACTION            11110110
               PRLIMIT64           RT_SIGPROCMASK            11111001
               PRLIMIT64                    IOCTL            00001111
               PRLIMIT64                  CONNECT            10000000
               PRLIMIT64                   SENDTO            01000000
               PRLIMIT64                 RECVFROM            11000000
               PRLIMIT64                    UNAME            00000110
               PRLIMIT64                    UMASK            11000000
               PRLIMIT64                   SETUID            11111111
               PRLIMIT64                SETGROUPS            00001000
               PRLIMIT64                SETRESUID            00001111
               PRLIMIT64                SETRESGID            00010110
               PRLIMIT64               GETDENTS64            11100000
               PRLIMIT64          SET_TID_ADDRESS            10010000
               PRLIMIT64                   OPENAT            11110000
               PRLIMIT64          SET_ROBUST_LIST            11001000
               PRLIMIT64                PRLIMIT64            11111111

TESTING DATA:
                    CURR                     PREV            FLAGS
