COMM:        firefox
KEY:         22291138
STATUS:      Training
NORM TIME:   2020-02-15 15:38:29
ANOMALIES:   0

TRAINING DATA:
                    CURR                     PREV            FLAGS
               FTRUNCATE                   MUNMAP            11111110
                  GETCWD                   MUNMAP            01101000
                  RENAME                   MUNMAP            01001000
                   MKDIR                   MUNMAP            10100000
                  UNLINK                   MUNMAP            11111100
                READLINK                   MUNMAP            11000000
               GETRUSAGE                   MUNMAP            11111101
                 SYSINFO                   MUNMAP            00011010
                  GETGID                   MUNMAP            10000000
                 GETEGID                   MUNMAP            01000000
               GETRESUID                   MUNMAP            00110100
               GETRESGID                   MUNMAP            00011010
             SIGALTSTACK                   MUNMAP            11111000
                  STATFS                   MUNMAP            01000000
                 FSTATFS                   MUNMAP            11111100
             GETPRIORITY                   MUNMAP            10100000
             SETPRIORITY                   MUNMAP            11010000
                   PRCTL                   MUNMAP            11111101
                  GETTID                   MUNMAP            11111111
                   FUTEX                   MUNMAP            11111111
       SCHED_GETAFFINITY                   MUNMAP            11111111
              GETDENTS64                   MUNMAP            01101100
         SET_TID_ADDRESS                   MUNMAP            01000000
               FADVISE64                   MUNMAP            11111111
              EPOLL_WAIT                   MUNMAP            11111110
                  OPENAT                   MUNMAP            11111111
         SET_ROBUST_LIST                   MUNMAP            11110100
               FALLOCATE                   MUNMAP            00001000
               PRLIMIT64                   MUNMAP            10011010
                 SECCOMP                   MUNMAP            01000000
               GETRANDOM                   MUNMAP            11111110
                  EXECVE                      BRK            00000001
                    READ             RT_SIGACTION            11111110
                   WRITE             RT_SIGACTION            11111111
                   CLOSE             RT_SIGACTION            11111111
                    STAT             RT_SIGACTION            11000000
                   FSTAT             RT_SIGACTION            11110010
                   LSTAT             RT_SIGACTION            10000000
                    POLL             RT_SIGACTION            11111000
                   LSEEK             RT_SIGACTION            00011100
                    MMAP             RT_SIGACTION            11011011
                MPROTECT             RT_SIGACTION            11111100
                  MUNMAP             RT_SIGACTION            00101100
            RT_SIGACTION             RT_SIGACTION            11111111
          RT_SIGPROCMASK             RT_SIGACTION            11111101
                   IOCTL             RT_SIGACTION            00001110
                    PIPE             RT_SIGACTION            00011100
                 MADVISE             RT_SIGACTION            11110000
                     DUP             RT_SIGACTION            11001110
                  GETPID             RT_SIGACTION            11111111
                  SENDTO             RT_SIGACTION            10000000
                 SENDMSG             RT_SIGACTION            11111100
                 RECVMSG             RT_SIGACTION            11111000
                   CLONE             RT_SIGACTION            11011110
                   WAIT4             RT_SIGACTION            00000101
                   FCNTL             RT_SIGACTION            00001111
                 SYMLINK             RT_SIGACTION            11111111
                READLINK             RT_SIGACTION            10000000
                 SYSINFO             RT_SIGACTION            10000000
                 GETEUID             RT_SIGACTION            11000000
             SIGALTSTACK             RT_SIGACTION            11111111
                   PRCTL             RT_SIGACTION            10000010
                  GETTID             RT_SIGACTION            11111111
                   FUTEX             RT_SIGACTION            11111111
              GETDENTS64             RT_SIGACTION            11000000
         SET_TID_ADDRESS             RT_SIGACTION            00000110
              EPOLL_WAIT             RT_SIGACTION            11111110
               EPOLL_CTL             RT_SIGACTION            01110000
                  OPENAT             RT_SIGACTION            11111111
                   PPOLL             RT_SIGACTION            11000000
         SET_ROBUST_LIST             RT_SIGACTION            00000111
               PRLIMIT64             RT_SIGACTION            11110101
               GETRANDOM             RT_SIGACTION            00011110
                    READ           RT_SIGPROCMASK            11111110
                   WRITE           RT_SIGPROCMASK            11111110
                   CLOSE           RT_SIGPROCMASK            11111111
                    STAT           RT_SIGPROCMASK            10000000
                   FSTAT           RT_SIGPROCMASK            11111000
                    POLL           RT_SIGPROCMASK            11111110
                   LSEEK           RT_SIGPROCMASK            11111100
                    MMAP           RT_SIGPROCMASK            11111100
                MPROTECT           RT_SIGPROCMASK            11111110
                  MUNMAP           RT_SIGPROCMASK            01110111
            RT_SIGACTION           RT_SIGPROCMASK            00100011
          RT_SIGPROCMASK           RT_SIGPROCMASK            11111111
                  PWRITE           RT_SIGPROCMASK            10000000
                  WRITEV           RT_SIGPROCMASK            10000010
                  ACCESS           RT_SIGPROCMASK            01000000
                    PIPE           RT_SIGPROCMASK            11000000
                     DUP           RT_SIGPROCMASK            00011000
                  GETPID           RT_SIGPROCMASK            11011000
                 CONNECT           RT_SIGPROCMASK            10000000
                  SENDTO           RT_SIGPROCMASK            01000000
                 SENDMSG           RT_SIGPROCMASK            11110000
                 RECVMSG           RT_SIGPROCMASK            11111111
              SOCKETPAIR           RT_SIGPROCMASK            10110000
              GETSOCKOPT           RT_SIGPROCMASK            10000000
                   CLONE           RT_SIGPROCMASK            00111101
                   UNAME           RT_SIGPROCMASK            00011111
                   FCNTL           RT_SIGPROCMASK            11111100
               FTRUNCATE           RT_SIGPROCMASK            10000000
               GETRUSAGE           RT_SIGPROCMASK            00000010
                  GETUID           RT_SIGPROCMASK            00000010
                  GETGID           RT_SIGPROCMASK            00000001
                   PRCTL           RT_SIGPROCMASK            00000101
                  GETTID           RT_SIGPROCMASK            10000000
                   FUTEX           RT_SIGPROCMASK            11111111
         SET_TID_ADDRESS           RT_SIGPROCMASK            00001000
                  OPENAT           RT_SIGPROCMASK            11111111
                   PPOLL           RT_SIGPROCMASK            11111100
         SET_ROBUST_LIST           RT_SIGPROCMASK            00001110
                EVENTFD2           RT_SIGPROCMASK            00000100
               PRLIMIT64           RT_SIGPROCMASK            01000000
                    READ                    IOCTL            11111111
                   WRITE                    IOCTL            11111111
                   CLOSE                    IOCTL            11111111
                    STAT                    IOCTL            10100010
                   FSTAT                    IOCTL            11110111
                   LSTAT                    IOCTL            00000001
                    POLL                    IOCTL            11111111
                   LSEEK                    IOCTL            10000000
                    MMAP                    IOCTL            11111111
                MPROTECT                    IOCTL            10000000
                  MUNMAP                    IOCTL            11111111
          RT_SIGPROCMASK                    IOCTL            10000000
                   IOCTL                    IOCTL            11111111
                   READV                    IOCTL            10100000
                  WRITEV                    IOCTL            11111100
                  ACCESS                    IOCTL            01000000
             SCHED_YIELD                    IOCTL            11111111
                 MADVISE                    IOCTL            11111111
                     DUP                    IOCTL            00010000
                  GETPID                    IOCTL            11111111
                  SOCKET                    IOCTL            10100110
                 CONNECT                    IOCTL            11111000
                  SENDTO                    IOCTL            11111110
                RECVFROM                    IOCTL            11111111
                 SENDMSG                    IOCTL            11100000
                 RECVMSG                    IOCTL            11111111
             GETSOCKNAME                    IOCTL            00111100
             GETPEERNAME                    IOCTL            11111010
              SETSOCKOPT                    IOCTL            11111000
              GETSOCKOPT                    IOCTL            01111000
                   CLONE                    IOCTL            01100000
                   FCNTL                    IOCTL            11111111
               FTRUNCATE                    IOCTL            11110000
                   MKDIR                    IOCTL            10110000
                  UNLINK                    IOCTL            10000000
                READLINK                    IOCTL            00000011
                  GETUID                    IOCTL            01001000
                  GETGID                    IOCTL            00010010
                 GETEUID                    IOCTL            00100100
                 GETEGID                    IOCTL            10001001
             SIGALTSTACK                    IOCTL            11000000
                   PRCTL                    IOCTL            01111100
                  GETTID                    IOCTL            11101111
                   FUTEX                    IOCTL            11111111
       SCHED_GETAFFINITY                    IOCTL            11110000
              GETDENTS64                    IOCTL            10111000
              EPOLL_WAIT                    IOCTL            11111101
               EPOLL_CTL                    IOCTL            11110110
                  OPENAT                    IOCTL            11111111
               FALLOCATE                    IOCTL            11111000
           EPOLL_CREATE1                    IOCTL            01011000
                   PIPE2                    IOCTL            00101100
                SENDMMSG                    IOCTL            10010010
                    READ                    PREAD            11100100
                   WRITE                    PREAD            11111110
                   CLOSE                    PREAD            10000000
                   FSTAT                    PREAD            11111011
                    POLL                    PREAD            11100000
                   PREAD                    PREAD            01111111
                  WRITEV                    PREAD            11000000
                  GETPID                    PREAD            11111110
                 RECVMSG                    PREAD            11110000
                   FCNTL                    PREAD            11111111
                   FUTEX                    PREAD            11111110
                  OPENAT                    PREAD            01000000
                   CLOSE                   PWRITE            01000000
                    MMAP                   PWRITE            10000000
                MPROTECT                   PWRITE            00100000
                   MKDIR                   PWRITE            00000001
                  GETUID                   PWRITE            00001000
                   FUTEX                   PWRITE            00010010
                  OPENAT                   PWRITE            00000100
                    READ                    READV            11111110
                   CLOSE                    READV            11111101
                  MUNMAP                    READV            01010000
                   READV                    READV            11111111
                  WRITEV                    READV            11111110
             SCHED_YIELD                    READV            01000101
                 SENDMSG                    READV            11111111
                 RECVMSG                    READV            11111111
                   FUTEX                    READV            11111111
              EPOLL_WAIT                    READV            11111111
               EPOLL_CTL                    READV            11111010
                    READ                   WRITEV            11111111
                   WRITE                   WRITEV            11111110
                   CLOSE                   WRITEV            11111110
                    STAT                   WRITEV            11111110
                   FSTAT                   WRITEV            11111000
                   LSTAT                   WRITEV            10010000
                    POLL                   WRITEV            11111111
                   LSEEK                   WRITEV            11100000
                    MMAP                   WRITEV            11111110
                MPROTECT                   WRITEV            11111110
                  MUNMAP                   WRITEV            11111110
                   IOCTL                   WRITEV            11111110
                   PREAD                   WRITEV            11111100
                   READV                   WRITEV            11111111
                  WRITEV                   WRITEV            11111111
                  ACCESS                   WRITEV            11111100
             SCHED_YIELD                   WRITEV            11111111
                 MADVISE                   WRITEV            11111110
                  SHMGET                   WRITEV            11111000
                   SHMAT                   WRITEV            11111100
                  SHMCTL                   WRITEV            11111110
                     DUP                   WRITEV            11111100
                  GETPID                   WRITEV            11111110
                  SOCKET                   WRITEV            00010010
                 CONNECT                   WRITEV            00000001
                RECVFROM                   WRITEV            11111110
                 SENDMSG                   WRITEV            11111111
                 RECVMSG                   WRITEV            11111111
             GETSOCKNAME                   WRITEV            00010000
              SOCKETPAIR                   WRITEV            00010000
                   CLONE                   WRITEV            11110110
                   UNAME                   WRITEV            11111110
                   SHMDT                   WRITEV            01111110
                   FCNTL                   WRITEV            11111110
               FTRUNCATE                   WRITEV            11110000
                  GETCWD                   WRITEV            00000010
                   RMDIR                   WRITEV            10001000
                  UNLINK                   WRITEV            11100000
               GETRUSAGE                   WRITEV            11100000
                 SYSINFO                   WRITEV            10000000
                  GETTID                   WRITEV            11111110
                   FUTEX                   WRITEV            11111111
         RESTART_SYSCALL                   WRITEV            10000000
              EPOLL_WAIT                   WRITEV            11111111
               EPOLL_CTL                   WRITEV            11100110
                  OPENAT                   WRITEV            11111110
                    READ                   ACCESS            11111111
                   WRITE                   ACCESS            11111111
                   CLOSE                   ACCESS            11111111
                    STAT                   ACCESS            11111111
                   FSTAT                   ACCESS            11111111
                   LSTAT                   ACCESS            11111111
                    POLL                   ACCESS            11111111
                   LSEEK                   ACCESS            11111110
                    MMAP                   ACCESS            11111111
                MPROTECT                   ACCESS            11111111
                  MUNMAP                   ACCESS            11111111
                     BRK                   ACCESS            00000010
            RT_SIGACTION                   ACCESS            11110000
          RT_SIGPROCMASK                   ACCESS            11000000
                  WRITEV                   ACCESS            11111000
                  ACCESS                   ACCESS            11111111
                 MADVISE                   ACCESS            11111111
                     DUP                   ACCESS            11101100
                  GETPID                   ACCESS            11111100
                  SOCKET                   ACCESS            11011000
                 CONNECT                   ACCESS            01100100
                RECVFROM                   ACCESS            10000000
                 SENDMSG                   ACCESS            10011100
                 RECVMSG                   ACCESS            11111111
             GETPEERNAME                   ACCESS            00000010
              SOCKETPAIR                   ACCESS            00010000
              GETSOCKOPT                   ACCESS            00001001
                   CLONE                   ACCESS            11111110
                  EXECVE                   ACCESS            00000100
                   WAIT4                   ACCESS            01000000
                   UNAME                   ACCESS            00100001
                   FCNTL                   ACCESS            11111111
                   FSYNC                   ACCESS            11111110
               FTRUNCATE                   ACCESS            11111111
                  RENAME                   ACCESS            11111111
                   MKDIR                   ACCESS            11111111
                  UNLINK                   ACCESS            11111111
                 SYMLINK                   ACCESS            10010000
                READLINK                   ACCESS            11111011
               GETRUSAGE                   ACCESS            11010000
                 SYSINFO                   ACCESS            00111100
                  GETUID                   ACCESS            11111110
               GETRESUID                   ACCESS            00000100
               GETRESGID                   ACCESS            00000010
                  STATFS                   ACCESS            10100000
             GETPRIORITY                   ACCESS            00000010
             SETPRIORITY                   ACCESS            00000001
                   PRCTL                   ACCESS            11111111
              ARCH_PRCTL                   ACCESS            00000001
                QUOTACTL                   ACCESS            11111111
                  GETTID                   ACCESS            11111111
                   FUTEX                   ACCESS            11111111
       SCHED_GETAFFINITY                   ACCESS            11010000
              GETDENTS64                   ACCESS            11111111
               FADVISE64                   ACCESS            01000000
            CLOCK_GETRES                   ACCESS            00001000
       INOTIFY_ADD_WATCH                   ACCESS            10100100
                  OPENAT                   ACCESS            11111111
         SET_ROBUST_LIST                   ACCESS            11111110
               FALLOCATE                   ACCESS            00110000
                EVENTFD2                   ACCESS            00100000
               PRLIMIT64                   ACCESS            11000000
                 SECCOMP                   ACCESS            00001111
               GETRANDOM                   ACCESS            11111111
                    READ                     PIPE            10111111
                   WRITE                     PIPE            10000000
                   CLOSE                     PIPE            00100111
                   FSTAT                     PIPE            01000000
                   LSTAT                     PIPE            00000001
                    POLL                     PIPE            10101010
                    MMAP                     PIPE            01100000
                MPROTECT                     PIPE            11111110
                  MUNMAP                     PIPE            00011000
            RT_SIGACTION                     PIPE            11000000
                  WRITEV                     PIPE            01000100
                  ACCESS                     PIPE            00000001
                 MADVISE                     PIPE            11000000
                  GETPID                     PIPE            10000001
                 SENDMSG                     PIPE            11010000
                 RECVMSG                     PIPE            00010001
              SOCKETPAIR                     PIPE            00001000
              SETSOCKOPT                     PIPE            00000100
                   CLONE                     PIPE            01110000
                   FCNTL                     PIPE            00000011
               FTRUNCATE                     PIPE            01000000
                  UNLINK                     PIPE            10000000
                READLINK                     PIPE            00001100
                  GETUID                     PIPE            00001000
                  GETGID                     PIPE            01000010
                 GETEUID                     PIPE            10000110
                 GETEGID                     PIPE            00100001
             GETPRIORITY                     PIPE            00000100
             SETPRIORITY                     PIPE            00000010
                   PRCTL                     PIPE            11110000
                  GETTID                     PIPE            11111111
                   FUTEX                     PIPE            11111111
       SCHED_GETAFFINITY                     PIPE            10000000
              EPOLL_WAIT                     PIPE            01101010
                  OPENAT                     PIPE            10000000
         SET_ROBUST_LIST                     PIPE            00010000
                   PIPE2                     PIPE            00010000
               PRLIMIT64                     PIPE            00000011
                    READ              SCHED_YIELD            10001011
                   WRITE              SCHED_YIELD            11111111
                   CLOSE              SCHED_YIELD            11111110
                   FSTAT              SCHED_YIELD            11000000
                    POLL              SCHED_YIELD            00110100
                    MMAP              SCHED_YIELD            11111111
                MPROTECT              SCHED_YIELD            10110000
                  MUNMAP              SCHED_YIELD            11111110
                   IOCTL              SCHED_YIELD            11111111
                   READV              SCHED_YIELD            10110000
                  WRITEV              SCHED_YIELD            01000000
             SCHED_YIELD              SCHED_YIELD            11111111
                 MADVISE              SCHED_YIELD            11111111
                     DUP              SCHED_YIELD            10000000
                  GETPID              SCHED_YIELD            11111111
                  SENDTO              SCHED_YIELD            00010001
                RECVFROM              SCHED_YIELD            11111100
                 SENDMSG              SCHED_YIELD            01100000
                 RECVMSG              SCHED_YIELD            11101101
                   UNAME              SCHED_YIELD            11111100
                   FCNTL              SCHED_YIELD            11110000
                   PRCTL              SCHED_YIELD            11110000
                  GETTID              SCHED_YIELD            11111111
                   FUTEX              SCHED_YIELD            11111111
       SCHED_GETAFFINITY              SCHED_YIELD            11000000
              EPOLL_WAIT              SCHED_YIELD            11111111
                  OPENAT              SCHED_YIELD            11111110
                    READ                  MADVISE            11111111
                   WRITE                  MADVISE            11111111
                    OPEN                  MADVISE            11100000
                   CLOSE                  MADVISE            11111111
                    STAT                  MADVISE            11111111
                   FSTAT                  MADVISE            11111111
                   LSTAT                  MADVISE            11111110
                    POLL                  MADVISE            11111111
                   LSEEK                  MADVISE            11111110
                    MMAP                  MADVISE            11111111
                MPROTECT                  MADVISE            11111111
                  MUNMAP                  MADVISE            11111111
            RT_SIGACTION                  MADVISE            11111101
                   IOCTL                  MADVISE            11111111
                  WRITEV                  MADVISE            11111111
                  ACCESS                  MADVISE            11111111
             SCHED_YIELD                  MADVISE            11111111
                 MADVISE                  MADVISE            11111111
                     DUP                  MADVISE            11111111
                  GETPID                  MADVISE            11111111
                  SENDTO                  MADVISE            11111111
                RECVFROM                  MADVISE            11111111
                 SENDMSG                  MADVISE            11111111
                 RECVMSG                  MADVISE            11111111
                SHUTDOWN                  MADVISE            11111000
             GETSOCKNAME                  MADVISE            10000000
             GETPEERNAME                  MADVISE            11111110
              SOCKETPAIR                  MADVISE            11000000
              SETSOCKOPT                  MADVISE            11111100
                   CLONE                  MADVISE            11111100
                   WAIT4                  MADVISE            11111000
                   UNAME                  MADVISE            11111110
                   SHMDT                  MADVISE            11100000
                   FCNTL                  MADVISE            11111111
                   FSYNC                  MADVISE            11111111
               FTRUNCATE                  MADVISE            11111111
                  GETCWD                  MADVISE            11100100
                  RENAME                  MADVISE            11111111
                   MKDIR                  MADVISE            11111110
                   RMDIR                  MADVISE            10000000
                  UNLINK                  MADVISE            11111111
                READLINK                  MADVISE            11111111
               GETRUSAGE                  MADVISE            11111111
                 SYSINFO                  MADVISE            11111111
                  GETUID                  MADVISE            11111110
             SIGALTSTACK                  MADVISE            10000000
                  STATFS                  MADVISE            10000000
                 FSTATFS                  MADVISE            11000000
             GETPRIORITY                  MADVISE            11111100
             SETPRIORITY                  MADVISE            11111110
          SCHED_GETPARAM                  MADVISE            01100000
      SCHED_GETSCHEDULER                  MADVISE            00110000
                   PRCTL                  MADVISE            11111110
                QUOTACTL                  MADVISE            11111111
                  GETTID                  MADVISE            11111111
                   FUTEX                  MADVISE            11111111
       SCHED_GETAFFINITY                  MADVISE            11111111
              GETDENTS64                  MADVISE            11111111
               FADVISE64                  MADVISE            00001100
              EPOLL_WAIT                  MADVISE            11111111
               EPOLL_CTL                  MADVISE            11111110
                  OPENAT                  MADVISE            11111111
         SET_ROBUST_LIST                  MADVISE            11111110
               FALLOCATE                  MADVISE            11000000
           EPOLL_CREATE1                  MADVISE            11000000
                   PIPE2                  MADVISE            11100000
               PRLIMIT64                  MADVISE            10101000
                SENDMMSG                  MADVISE            10000000
               GETRANDOM                  MADVISE            11111111
                   WRITE                   SHMGET            11111110
                   CLOSE                   SHMGET            11111111
                    POLL                   SHMGET            11111110
                    MMAP                   SHMGET            11111110
                  MUNMAP                   SHMGET            11111111
                  WRITEV                   SHMGET            11111110
                 MADVISE                   SHMGET            11100000
                  GETPID                   SHMGET            11111111
                 RECVMSG                   SHMGET            11110111
                   SHMDT                   SHMGET            00000001
                  GETTID                   SHMGET            11111111
                   FUTEX                   SHMGET            11111111
                   WRITE                    SHMAT            11111100
                   CLOSE                    SHMAT            11111110
                    POLL                    SHMAT            11111100
                    MMAP                    SHMAT            11111100
                  MUNMAP                    SHMAT            11111110
                  WRITEV                    SHMAT            11111100
                 MADVISE                    SHMAT            11000000
                  SHMGET                    SHMAT            00000001
                  GETPID                    SHMAT            11111110
                 RECVMSG                    SHMAT            11101110
                   SHMDT                    SHMAT            00000010
                  GETTID                    SHMAT            11111110
                   FUTEX                    SHMAT            11111110
                   WRITE                   SHMCTL            11111000
                   CLOSE                   SHMCTL            11111100
                    POLL                   SHMCTL            11111000
                    MMAP                   SHMCTL            11111000
                  MUNMAP                   SHMCTL            11111100
                  WRITEV                   SHMCTL            11111000
                 MADVISE                   SHMCTL            10000000
                  SHMGET                   SHMCTL            00000010
                   SHMAT                   SHMCTL            00000001
                  GETPID                   SHMCTL            11111100
                 RECVMSG                   SHMCTL            11011100
                   SHMDT                   SHMCTL            00000100
                  GETTID                   SHMCTL            11111100
                   FUTEX                   SHMCTL            11111100
                    READ                      DUP            11111111
                   WRITE                      DUP            11111111
                   CLOSE                      DUP            11111111
                    STAT                      DUP            11111000
                   FSTAT                      DUP            11111100
                   LSTAT                      DUP            11111110
                    POLL                      DUP            11111111
                   LSEEK                      DUP            11111110
                    MMAP                      DUP            11111111
                MPROTECT                      DUP            11111111
                  MUNMAP                      DUP            11111111
            RT_SIGACTION                      DUP            00000011
                  WRITEV                      DUP            11101000
                  ACCESS                      DUP            10010001
                 MADVISE                      DUP            11111111
                     DUP                      DUP            11111111
                  GETPID                      DUP            11111111
                RECVFROM                      DUP            11000000
                 SENDMSG                      DUP            10000000
                 RECVMSG                      DUP            11111110
              SOCKETPAIR                      DUP            11111111
                   CLONE                      DUP            11101111
                   UNAME                      DUP            11111000
                   FCNTL                      DUP            11111110
               FTRUNCATE                      DUP            11111110
                  UNLINK                      DUP            11111100
                  STATFS                      DUP            00100000
             SETPRIORITY                      DUP            10000000
                   PRCTL                      DUP            11110000
                  GETTID                      DUP            11111111
                   FUTEX                      DUP            11111111
       SCHED_GETAFFINITY                      DUP            11000000
                  OPENAT                      DUP            11111111
               PRLIMIT64                      DUP            00011110
               GETRANDOM                      DUP            00001100
                    READ                   GETPID            11111111
                   WRITE                   GETPID            11111111
                   CLOSE                   GETPID            11111111
                    STAT                   GETPID            11111111
                   FSTAT                   GETPID            11111111
                   LSTAT                   GETPID            11111111
                    POLL                   GETPID            11111111
                   LSEEK                   GETPID            11111110
                    MMAP                   GETPID            11111111
                MPROTECT                   GETPID            11111111
                  MUNMAP                   GETPID            11111111
            RT_SIGACTION                   GETPID            11111110
          RT_SIGPROCMASK                   GETPID            00001111
                   IOCTL                   GETPID            11111111
                  WRITEV                   GETPID            11111111
                  ACCESS                   GETPID            11111111
                    PIPE                   GETPID            10000000
             SCHED_YIELD                   GETPID            11111111
                 MADVISE                   GETPID            11111111
                   SHMAT                   GETPID            10000000
                  SHMCTL                   GETPID            11000000
                     DUP                   GETPID            11111111
                  GETPID                   GETPID            11111111
                  SOCKET                   GETPID            00000001
                  SENDTO                   GETPID            10110000
                RECVFROM                   GETPID            11111111
                 SENDMSG                   GETPID            11111111
                 RECVMSG                   GETPID            11111111
             GETPEERNAME                   GETPID            00000100
              SOCKETPAIR                   GETPID            11110001
              GETSOCKOPT                   GETPID            00000100
                   CLONE                   GETPID            11111111
                   UNAME                   GETPID            11111110
                   FCNTL                   GETPID            11111111
                   FSYNC                   GETPID            01000000
               FTRUNCATE                   GETPID            11111110
                   MKDIR                   GETPID            10000001
                  UNLINK                   GETPID            11110000
                READLINK                   GETPID            11111111
               GETRUSAGE                   GETPID            11111100
                 SYSINFO                   GETPID            11000001
                  GETUID                   GETPID            00011000
                  GETGID                   GETPID            11000100
                 GETEUID                   GETPID            10101001
                 GETEGID                   GETPID            00100010
             SIGALTSTACK                   GETPID            10100000
                  STATFS                   GETPID            10000000
             GETPRIORITY                   GETPID            00110000
             SETPRIORITY                   GETPID            10011000
          SCHED_GETPARAM                   GETPID            00000010
      SCHED_GETSCHEDULER                   GETPID            00000001
                   PRCTL                   GETPID            11111110
                QUOTACTL                   GETPID            00000100
                  GETTID                   GETPID            11111111
               READAHEAD                   GETPID            00000100
                   FUTEX                   GETPID            11111111
       SCHED_GETAFFINITY                   GETPID            11111110
              GETDENTS64                   GETPID            11111100
         RESTART_SYSCALL                   GETPID            10000110
              EPOLL_WAIT                   GETPID            11111110
               EPOLL_CTL                   GETPID            11111100
                  OPENAT                   GETPID            11111111
                   PPOLL                   GETPID            00010000
         SET_ROBUST_LIST                   GETPID            11111100
                EVENTFD2                   GETPID            01000000
           EPOLL_CREATE1                   GETPID            01000000
                   PIPE2                   GETPID            11100000
               PRLIMIT64                   GETPID            11111101
                 SECCOMP                   GETPID            10000000
               GETRANDOM                   GETPID            11111100
            MEMFD_CREATE                   GETPID            00011100
                   STATX                   GETPID            11111100
                    READ                   SOCKET            11111111
                   WRITE                   SOCKET            11111111
                   CLOSE                   SOCKET            11111111
                    STAT                   SOCKET            11111011
                   FSTAT                   SOCKET            11111100
                   LSTAT                   SOCKET            00001111
                    POLL                   SOCKET            11111111
                   LSEEK                   SOCKET            11100000
                    MMAP                   SOCKET            11111000
                MPROTECT                   SOCKET            11111110
                  MUNMAP                   SOCKET            01111101
          RT_SIGPROCMASK                   SOCKET            11111110
                   IOCTL                   SOCKET            11111100
                  WRITEV                   SOCKET            00100100
                 MADVISE                   SOCKET            11111111
                  GETPID                   SOCKET            11100101
                  SOCKET                   SOCKET            11111110
                 CONNECT                   SOCKET            11111111
                  SENDTO                   SOCKET            11111111
                RECVFROM                   SOCKET            11111111
                 SENDMSG                   SOCKET            11100000
                 RECVMSG                   SOCKET            11111111
                    BIND                   SOCKET            11000000
             GETSOCKNAME                   SOCKET            11111110
             GETPEERNAME                   SOCKET            11111110
              SETSOCKOPT                   SOCKET            11111110
              GETSOCKOPT                   SOCKET            00000010
                   CLONE                   SOCKET            11111000
                   WAIT4                   SOCKET            00000100
                   UNAME                   SOCKET            11111011
                   FCNTL                   SOCKET            11111110
                READLINK                   SOCKET            00000001
                 SYSINFO                   SOCKET            00001001
                  GETUID                   SOCKET            01000000
                  GETGID                   SOCKET            00100000
                 GETEUID                   SOCKET            00001111
               GETRESUID                   SOCKET            00000010
               GETRESGID                   SOCKET            00000001
          SCHED_GETPARAM                   SOCKET            00000100
      SCHED_GETSCHEDULER                   SOCKET            00000010
                   PRCTL                   SOCKET            11100000
                  GETTID                   SOCKET            11111110
                   FUTEX                   SOCKET            11111111
       SCHED_GETAFFINITY                   SOCKET            10000000
            CLOCK_GETRES                   SOCKET            00000100
              EPOLL_WAIT                   SOCKET            00001110
               EPOLL_CTL                   SOCKET            10100000
                  OPENAT                   SOCKET            11011000
                   PPOLL                   SOCKET            11110000
           EPOLL_CREATE1                   SOCKET            10000000
                   PIPE2                   SOCKET            01000000
               PRLIMIT64                   SOCKET            00111010
                SENDMMSG                   SOCKET            10000000
                    READ                  CONNECT            11111100
                   WRITE                  CONNECT            11111111
                   CLOSE                  CONNECT            11111111
                    STAT                  CONNECT            11111110
